form	lemma	upos	freq.samp	errtype	is_correct	rand_int	groupID	BAMTINOF
přepusťte	přepustit	VERB	1	correct	TRUE	146	correct-1	
vytrhl	vytrhnout	VERB	1	correct	TRUE	59	correct-1	
plna	plno	ADJ	1	features	FALSE			
zůstavivše	zůstavivšechen	DET	1	lemmupos	FALSE			
templář	templář	NOUN	1	correct	TRUE	35	correct-1	
nima	nimum	NOUN	1	lemmupos	FALSE			
parádu	paráda	NOUN	1	correct	TRUE	289	correct-1	
použit	použit	VERB	1	features	FALSE			
illusi	illus	NOUN	1	correct	TRUE	67	correct-1	
podotknuto	podotknutý	ADJ	1	lemmupos	FALSE			
obyčejem	obyčej	NOUN	1	upos	FALSE			
ztresci	ztresce	ADJ	1	lemmupos	FALSE			
sňala	sejmout	VERB	1	correct	TRUE	120	correct-1	
důmyslněji	důmyslně	ADV	1	correct	TRUE	240	correct-1	
přívětivě	přívětivě	ADV	1	correct	TRUE	115	correct-1	
blíže	blízko	NOUN	1	lemma	FALSE			
pospolu	pospol	ADV	1	lemma	FALSE			
bárovských	bárovský	ADJ	1	correct	TRUE	154	correct-1	
podvrátil	podvrátit	VERB	1	correct	TRUE	185	correct-1	
paprsky	paprsky	ADV	1	lemmupos	FALSE			
neodkladným	odkladný	ADJ	1	features	FALSE			
považovati	považovat	VERB	1	features	FALSE			
třikráte	třikrát	ADV	1	upos	FALSE			
kobercem	koberce	NOUN	1	correct	TRUE	156	correct-1	
smyslovou	smyslový	ADJ	1	correct	TRUE	132	correct-1	
rouchem	rouch	NOUN	1	lemma	FALSE			
zomrzelo	zomrzet	VERB	1	correct	TRUE	213	correct-1	
jmenuj	jmenovat	VERB	1	correct	TRUE	128	correct-1	
požádá	žádat	VERB	1	correct	TRUE	266	correct-1	
ústav	ústava	NOUN	1	lemma	FALSE			
hledě	hledě	VERB	1	correct	TRUE	62	correct-1	
poddaně	poddaně	ADV	1	correct	TRUE	58	correct-1	
sypal	sypat	VERB	1	correct	TRUE	82	correct-1	
temeně	temena	NOUN	1	features	FALSE			
počali	počal	VERB	1	features	FALSE			
vidouce	vidouka	NOUN	1	lemmupos	FALSE			
míhala	míhat	VERB	1	correct	TRUE	253	correct-1	
čekajíc	čekat	PART	1	upos	FALSE			
neděl	nedět	VERB	1	lemmupos	FALSE			
klenutí	klenutí	NOUN	1	features	FALSE			
abysi	abysi	ADV	1	lemmupos	FALSE			
spokojeného	spokojený	ADJ	1	correct	TRUE	73	correct-1	
lože	lož	NOUN	1	lemma	FALSE			
trávily	trávit	VERB	1	correct	TRUE	71	correct-1	
brány	brána	ADJ	1	upos	FALSE			
modlám	modla	NOUN	1	features	FALSE			
skládáš	skládáš	NOUN	1	upos	FALSE			
nejedli	jedt	VERB	1	lemma	FALSE			
lupenického	lupenický	PROPN	1	upos	FALSE			
froňka	froňka	NOUN	1	lemmupos	FALSE			
šíji	šíje	NOUN	1	features	FALSE			
nejsvětější	světý	ADJ	1	features	FALSE			
zlostně	zlostně	ADV	1	correct	TRUE	166	correct-1	
častolov	častolov	PROPN	1	correct	TRUE	46	correct-1	
panoše	panoš	NOUN	1	features	FALSE			
koupající	koupající	ADJ	1	features	FALSE			
hleďme	hlést	VERB	1	lemma	FALSE			
přesile	přesile	ADV	1	lemmupos	FALSE			
navrátilo	navrátit	VERB	1	correct	TRUE	22	correct-1	
anežko	anežko	PROPN	1	features	FALSE			
padnouti	padnout	NOUN	1	upos	FALSE			
otevírám	otevíra	NOUN	1	lemmupos	FALSE			
karolině	karolina	PROPN	1	features	FALSE			
rdí	rdit	VERB	1	features	FALSE			
pronásledovati	pronásledovat	VERB	1	features	FALSE			
povstala	povstat	VERB	1	correct	TRUE	104	correct-1	
uctivé	uctivý	ADJ	1	correct	TRUE	52	correct-1	
plavce	plavec	NOUN	1	correct	TRUE	130	correct-1	
žvatláš	žvatlat	VERB	1	correct	TRUE	143	correct-1	
velišové	velišová	PROPN	1	features	FALSE			
královnu	královna	NOUN	1	correct	TRUE	275	correct-1	
zuřil	zuřit	VERB	1	features	FALSE			
rychtář	rychtář	NOUN	1	correct	TRUE	256	correct-1	
světnice	světnice	NOUN	1	correct	TRUE	12	correct-1	
přechovávalo	přechovávat	VERB	1	correct	TRUE	187	correct-1	
mělť	měltit	SCONJ	1	tokenization	FALSE			
dukátů	dukát	NOUN	1	correct	TRUE	226	correct-1	
volno	volný	NOUN	1	lemmupos	FALSE			
šlechtické	šlechtický	ADJ	1	features	FALSE			
nerozdílné	rozdílný	ADJ	1	features	FALSE			
ženštiny	ženština	NOUN	1	correct	TRUE	38	correct-1	
vyblebtnul	vyblebtnout	VERB	1	correct	TRUE	201	correct-1	
nářku	nářek	NOUN	1	correct	TRUE	291	correct-1	
doprovoditi	doprovodit	NOUN	1	upos	FALSE			
ostala	ostat	VERB	1	correct	TRUE	245	correct-1	
uspávala	uspávat	VERB	1	correct	TRUE	108	correct-1	
břeňka	břeněk	PROPN	1	correct	TRUE	95	correct-1	
lokaj	lokaj	PROPN	1	upos	FALSE			
bláznu	blázen	NOUN	1	correct	TRUE	81	correct-1	
posaváde	savát	VERB	1	lemmupos	FALSE			
znáš	znat	VERB	1	lemma	FALSE			
úsměchem	úsměch	NOUN	1	correct	TRUE	272	correct-1	
eskymáci	eskymák	PROPN	1	correct	TRUE	36	correct-1	
čtyřhranné	čtyřhranný	ADJ	1	features	FALSE			
chýše	chýše	NOUN	1	correct	TRUE	45	correct-1	
cvakla	cvaknout	VERB	1	correct	TRUE	145	correct-1	
dopřej	dopřat	NOUN	1	tokenization	FALSE			
božeta	božet	PROPN	1	lemma	FALSE			
pozná	poznat	ADJ	1	lemmupos	FALSE			
tobě	tobě	PRON	1	correct	TRUE	98	correct-1	
hájiti	hájit	NOUN	1	upos	FALSE			
pojď	pojdit	VERB	1	lemma	FALSE			
pohnutí	pohnutí	NOUN	1	correct	TRUE	160	correct-1	
obrátivši	obrátivš	NOUN	1	lemmupos	FALSE			
poberto	poberto	PROPN	1	features	FALSE			
pojav	pojava	NOUN	1	lemmupos	FALSE			
řehákovy	řehákův	PROPN	1	upos	FALSE			
pustiti	pustit	NOUN	1	correct	TRUE	50	correct-1	
sesíleni	sesílený	ADJ	1	features	FALSE			
poslušenství	poslušenství	NOUN	1	correct	TRUE	113	correct-1	
nevítaným	vítaný	ADJ	1	features	FALSE			
pohana	pohana	NOUN	1	features	FALSE			
vrtě	vrt	NOUN	1	lemmupos	FALSE			
šibalka	šibalka	NOUN	1	correct	TRUE	229	correct-1	
bertholdovu	bertholdov	PROPN	1	lemmupos	FALSE			
závrať	závrať	NOUN	1	correct	TRUE	110	correct-1	
lidunko	lidunko	PROPN	1	features	FALSE			
ořechy	ořech	NOUN	2	correct	TRUE	3	correct-2	
mamonu	mamon	NOUN	1	correct	TRUE	223	correct-1	
rozesílalo	rozesílat	VERB	1	correct	TRUE	3	correct-1	
nepůjčili	půjčit	VERB	1	features	FALSE			
bratranec	bratranec	NOUN	1	correct	TRUE	1	correct-1	
zevnějšek	zevnějšek	NOUN	1	correct	TRUE	239	correct-1	
úmysly	úmysl	VERB	1	lemmupos	FALSE			
tys	ty	ADJ	1	lemmupos	FALSE			
nebažím	bažit	VERB	1	correct	TRUE	61	correct-1	
se	s	PRON	1	lemma	FALSE			
zámecká	zámecký	ADJ	1	correct	TRUE	75	correct-1	
nezameškala	zameškat	VERB	1	correct	TRUE	194	correct-1	
bedřichovi	bedřich	PROPN	1	features	FALSE			
říkati	říkat	ADJ	1	upos	FALSE			
užívati	užívat	VERB	1	correct	TRUE	55	correct-1	
krejcaru	krejcar	NOUN	1	features	FALSE			
rozvázal	rozvázat	VERB	1	correct	TRUE	207	correct-1	
bědování	bědování	NOUN	1	correct	TRUE	221	correct-1	
lítostně	lítostně	ADV	1	correct	TRUE	196	correct-1	
chraň	chránit	NOUN	1	upos	FALSE			
líci	lík	NOUN	1	lemma	FALSE			
prahnoucí	prahnoucí	ADJ	1	features	FALSE			
kučerky	kučerka	NOUN	1	correct	TRUE	105	correct-1	
lidunka	lidunka	NOUN	1	upos	FALSE			
klobouky	klobouk	NOUN	1	correct	TRUE	37	correct-1	
ambrož	ambrož	PART	1	upos	FALSE			
božetovy	božetův	PROPN	1	upos	FALSE			
vskočil	vskočit	VERB	1	correct	TRUE	222	correct-1	
nadiviti	nadivit	VERB	1	correct	TRUE	249	correct-1	
rozpustilostí	rozpustilost	NOUN	1	correct	TRUE	86	correct-1	
skrváceným	skrvácený	ADJ	1	features	FALSE			
spůsobem	spůsob	NOUN	3	correct	TRUE	3	correct-3	
proklestil	proklestit	VERB	1	correct	TRUE	292	correct-1	
ošizena	ošizený	ADJ	1	correct	TRUE	192	correct-1	
teprv	teprva	ADV	1	lemma	FALSE			
opuštěná	opuštěný	ADJ	2	correct	TRUE	4	correct-2	
loupeživou	loupeživý	ADJ	1	correct	TRUE	236	correct-1	
ohřívati	ohřívat	NOUN	1	upos	FALSE			
postarám	postarat	VERB	2	correct	TRUE	6	correct-2	
naň	nánit	VERB	1	tokenization	FALSE			
odporovati	odporovatý	VERB	1	lemma	FALSE			
obličeje	obličet	NOUN	1	lemma	FALSE			
zvěstoval	zvěstovat	VERB	1	features	FALSE			
ebrklau	ebrklau	PROPN	1	features	FALSE			
roztomilé	roztomilý	NOUN	1	upos	FALSE			
sklíčenost	sklíčenost	NOUN	1	correct	TRUE	32	correct-1	
šmejdů	šmejdy	NOUN	1	correct	TRUE	140	correct-1	
křesťana	křesťan	NOUN	1	features	FALSE			
zachrániti	zachránit	NOUN	1	lemma	FALSE			
vojínové	vojínový	PROPN	1	lemmupos	FALSE			
harc	harc	NOUN	1	features	FALSE			
usedavě	usedavě	ADV	1	correct	TRUE	78	correct-1	
kárala	kárat	VERB	1	correct	TRUE	72	correct-1	
hrozným	hrozný	ADJ	1	correct	TRUE	199	correct-1	
botka	botek	NOUN	1	lemma	FALSE			
seděly	sedět	VERB	1	correct	TRUE	211	correct-1	
zanechte	zanechte	VERB	1	correct	TRUE	286	correct-1	
přetvářeně	přetvářeně	ADV	1	correct	TRUE	241	correct-1	
smáčí	smáčet	VERB	1	correct	TRUE	80	correct-1	
zastrčených	zastrčený	ADJ	1	correct	TRUE	164	correct-1	
nesmíš	smit	VERB	1	correct	TRUE	188	correct-1	
pomocnými	pomocný	ADJ	1	correct	TRUE	44	correct-1	
bohyně	bohyně	NOUN	1	features	FALSE			
nemrhal	mrhat	VERB	1	correct	TRUE	157	correct-1	
svatohavelský	svatohavelský	ADJ	1	features	FALSE			
vypravovati	vypravovat	VERB	1	features	FALSE			
pomluvače	pomluvač	NOUN	1	correct	TRUE	54	correct-1	
tamto	tenta	DET	1	lemmupos	FALSE			
matčin	matčin	NOUN	1	upos	FALSE			
stihl	stihlavní	VERB	1	lemma	FALSE			
vsunutá	vsunutý	ADJ	1	correct	TRUE	60	correct-1	
kočáru	kočára	NOUN	1	lemma	FALSE			
císařského	císařský	ADJ	1	correct	TRUE	87	correct-1	
zbrojenec	zbrojenec	NOUN	1	correct	TRUE	227	correct-1	
uschl	uschnout	VERB	1	correct	TRUE	49	correct-1	
tklivé	tklivý	ADJ	1	features	FALSE			
vyvalil	vyvalit	VERB	1	correct	TRUE	64	correct-1	
rozkaž	rozkaž	CCONJ	1	lemmupos	FALSE			
krasavice	krasavice	NOUN	1	correct	TRUE	15	correct-1	
zdvihla	zdvihnout	VERB	1	correct	TRUE	281	correct-1	
lovčí	lovčí	NOUN	1	lemma	FALSE			
mama	ma	NOUN	1	lemma	FALSE			
kráčela	kráčet	NOUN	1	lemmupos	FALSE			
ou	á	NOUN	1	lemmupos	FALSE			
