form	lemma	upos	freq.samp	errtype	is_correct	randomID
ehrentag	ehrentag	NOUN	1	features	FALSE	60
schwieg	schweigen	VERB	1	correct	TRUE	93
groß	grießen	VERB	1	lemmupos	FALSE	64
wachten	wachen	VERB	1	correct	TRUE	4
ebenbürtigen	ebenbürtig	ADJ	1	correct	TRUE	77
wabn	wabn	NOUN	1	features	FALSE	71
nacht	nacht	VERB	1	upos	FALSE	91
that	thaben	VERB	1	lemma	FALSE	59
klangen	klangen	VERB	1	lemma	FALSE	83
morgn	morgn	VERB	1	lemmupos	FALSE	82
lächeln	lächeln	VERB	1	correct	TRUE	53
geschenkte	geschenkt	VERB	1	correct	TRUE	49
graf	graf	NOUN	1	correct	TRUE	12
gekicher	gekicher	NOUN	1	features	FALSE	98
mein	mein	ADJ	1	correct	TRUE	9
daß	daß	VERB	1	correct	TRUE	57
unentschiedenheit	unentschiedenheit	NOUN	1	features	FALSE	50
ausnehmen	ausnehmen	VERB	1	correct	TRUE	82
heiligstes	heilig	NOUN	1	upos	FALSE	99
rebenstock	rebenstock	PROPN	1	correct	TRUE	8
reisegepäck	reisegepäck	NOUN	1	correct	TRUE	82
stephan	stephan	PROPN	1	correct	TRUE	40
»ich	»ich	ADP	1	tokenization	FALSE	51
bagage	bagage	NOUN	1	correct	TRUE	59
aufgesetzt	aufsetzen	VERB	1	correct	TRUE	42
stärkeres	stärkeres	ADJ	1	lemma	FALSE	62
»wie	»wie	SCONJ	1	tokenization	FALSE	45
eifersüchtig	eifersüchtig	ADJ	1	correct	TRUE	46
haberfeldtreiber	haberfeldtreiber	NOUN	1	features	FALSE	90
armenarztes	armenarzt	NOUN	1	correct	TRUE	34
bork	borken	PROPN	1	lemma	FALSE	49
hastig	hastig	ADJ	1	upos	FALSE	75
dienstvolk	dienstvolk	NOUN	1	correct	TRUE	29
innigsten	innig	ADJ	1	correct	TRUE	96
liebt	lieben	ADJ	1	upos	FALSE	3
daseins	dasein	NOUN	1	correct	TRUE	66
braut	braut	NOUN	1	features	FALSE	71
stopfkuchen	stopfkuchen	NOUN	1	correct	TRUE	45
hängst	hängst	ADV	1	lemmupos	FALSE	47
»sie	»sie|sie	PRON	2	tokenization	FALSE	101
zurückkommen	zurückkommen	VERB	1	features	FALSE	99
landsfelds	landsfelds	PROPN	1	correct	TRUE	51
lachte	lachen	VERB	1	correct	TRUE	19
»sowas	»sowas	PRON	1	tokenization	FALSE	84
siegmund	siegmund	PROPN	1	correct	TRUE	6
trostlosigkeit	trostlosigkeit	NOUN	1	correct	TRUE	37
staatsanstellung	staatsanstellung	NOUN	1	correct	TRUE	65
mädel	mädel	NOUN	1	features	FALSE	92
krieg	kreigen	PROPN	1	correct	TRUE	27
rotkäppchen	rotkäppch	NOUN	1	lemmupos	FALSE	44
armgard	armgard	PROPN	1	correct	TRUE	23
mich's	mich's	PROPN	1	tokenization	FALSE	41
gras	gras	PROPN	1	upos	FALSE	83
unschuld	unschuld	NOUN	1	correct	TRUE	44
tu?	tu?	X	1	correct	TRUE	2
kusine	kusine	NOUN	1	features	FALSE	52
küssen	kuß	NOUN	1	correct	TRUE	65
repräsentations-	repräsentations-	NOUN	1	correct	TRUE	28
schnupfen	schnupfen	NOUN	1	tokenization	FALSE	67
zärtliche	zärtlich	ADJ	1	correct	TRUE	94
entgegenstürzten	entgegenstürzen	VERB	1	correct	TRUE	73
ungebrochenen	ungebrochen	ADJ	1	correct	TRUE	25
zorn	zorn	NOUN	1	correct	TRUE	47
beseligende	beseligend	ADJ	1	features	FALSE	67
hadde	hadde	PROPN	1	upos	FALSE	88
pforte	pfort	NOUN	1	correct	TRUE	61
zurückgeschlagen	zurückschlagen	VERB	1	correct	TRUE	6
hanni	hanni	PROPN	2	features	FALSE	101
wohlerworbenen	wohlerworben	ADJ	1	correct	TRUE	36
nebenzimmer	nebenzimmer	NOUN	1	correct	TRUE	21
irrende	irrend	ADJ	1	correct	TRUE	57
den	de	PROPN	1	correct	TRUE	78
dubslav	dubslav	ADV	1	upos	FALSE	91
dreißigjährigen	dreißigjährig	ADJ	1	correct	TRUE	88
stillen	still	ADJ	1	correct	TRUE	56
hals	hals	PROPN	1	upos	FALSE	76
bezaubernd	bezaubernd	ADJ	1	correct	TRUE	20
versteinerte	versteineren	VERB	1	lemma	FALSE	78
glänzenden	glänzend	ADJ	1	correct	TRUE	15
sehenswürdigkeiten	sehenswürdigkeit	NOUN	1	correct	TRUE	99
begrüßend	begrüßend	ADJ	1	correct	TRUE	21
kindlich	kindlich	ADJ	1	correct	TRUE	23
bub	bub	NOUN	1	correct	TRUE	46
strickzeuges	strickzeug	NOUN	1	features	FALSE	91
finstern	finster	VERB	1	upos	FALSE	45
kokettes	kokett	ADJ	1	correct	TRUE	52
bureau	bureau	NOUN	1	correct	TRUE	53
schwacher	schwach	ADJ	1	correct	TRUE	72
ehrlich	ehrlich	ADJ	1	correct	TRUE	73
»i	»i	PROPN	1	tokenization	FALSE	40
fragte	fragte	VERB	1	features	FALSE	76
unwille	unwille	NOUN	1	correct	TRUE	21
jämmerlichen	jämmerlichen	NOUN	1	features	FALSE	72
pavels	pavels	PROPN	2	lemma	FALSE	101
sakramente	sakrament	NOUN	1	correct	TRUE	5
schmales	schmal	ADJ	1	correct	TRUE	87
übermenschlicher	übermenschlich	ADJ	1	correct	TRUE	71
schnappt	schnappt	VERB	1	correct	TRUE	7
»guate	»guaen	PROPN	1	tokenization	FALSE	36
gestanden	gestehen	VERB	1	lemma	FALSE	45
bist	bist	VERB	1	correct	TRUE	8
mißmüthiges	mißmüthig	ADJ	1	correct	TRUE	21
empfand	empfand	VERB	1	lemma	FALSE	92
residuum	residuum	NOUN	1	correct	TRUE	34
prr	prr	NOUN	1	correct	TRUE	53
graut	grauen	VERB	1	correct	TRUE	71
fräulein	fräulein	PROPN	2	correct	TRUE	101
knallte	knallen	AUX	1	upos	FALSE	86
besann	besinnen	VERB	1	correct	TRUE	83
wüsste	wüssen	VERB	1	lemma	FALSE	86
faber	faber	NOUN	1	upos	FALSE	97
entsetzt	entsetzen	VERB	1	correct	TRUE	77
operngläser	operngläser	NOUN	1	lemma	FALSE	90
ausschlag	ausschlag	NOUN	1	correct	TRUE	24
hafer	hafer	NOUN	1	correct	TRUE	12
clementinen	clementine	NOUN	1	features	FALSE	77
avallon	avallon	PROPN	1	correct	TRUE	20
in's	in's	PROPN	2	tokenization	FALSE	101
carolath	carolath	PROPN	1	correct	TRUE	31
näherte	nähern	VERB	1	correct	TRUE	30
bring	bring	PROPN	1	lemmupos	FALSE	68
»verworfener	»verworfener	PROPN	1	tokenization	FALSE	43
verklagen	verklagen	VERB	1	correct	TRUE	85
entsetzlich	entsetzlich	ADJ	1	upos	FALSE	68
gebe	geb	VERB	1	lemma	FALSE	74
scheren	scheren	VERB	1	correct	TRUE	48
unterbrechen	unterbrechen	ADJ	1	upos	FALSE	58
verwandelt	verwandeln	VERB	1	correct	TRUE	45
gekostet	kosten	VERB	1	correct	TRUE	64
zerhauen	zerhauen	NOUN	1	lemmupos	FALSE	75
gesichtchen	gesichtchen	NOUN	1	features	FALSE	2
puls	pul	PROPN	1	lemmupos	FALSE	44
erbauungsschriften	erbauungsschrift	NOUN	1	features	FALSE	45
schlachtabend	schlachtabend	NOUN	1	correct	TRUE	92
firti	firti	PROPN	1	upos	FALSE	62
»wir	»wu	PRON	1	tokenization	FALSE	42
noahkasten	noahkasten	NOUN	1	features	FALSE	65
wendelrose	wendelrose	NOUN	1	correct	TRUE	84
auszudrücken	auszudrücken	VERB	1	lemma	FALSE	77
zigarette	zigarette	NOUN	1	correct	TRUE	68
torgelow	torgelow	PROPN	1	correct	TRUE	75
schürze	schürz	NOUN	1	lemma	FALSE	78
beinah	beinehen	VERB	1	lemmupos	FALSE	75
auflegten	auflegen	VERB	1	correct	TRUE	65
wiederholte	wiederholen	VERB	1	correct	TRUE	60
letzte	letzn	ADJ	1	lemma	FALSE	62
»wie	»wie	SCONJ	1	tokenization	FALSE	45
halten	halten	ADJ	1	upos	FALSE	88
pochte	pochen	VERB	1	correct	TRUE	80
anwies	anweisen	VERB	1	correct	TRUE	94
lämmer	lämmer	NOUN	1	lemma	FALSE	49
unzertrennlich	unzertrennlich	ADJ	1	correct	TRUE	49
stött	stött	NOUN	1	correct	TRUE	96
gelegenheiten	gelegenheit	NOUN	1	features	FALSE	38
