form	lemma	upos	freq.samp	errtype	is_correct	randomID
flog	fliehen	VERB	2	correct	TRUE	101
fragte	fragte	VERB	1	features	FALSE	37
güte	gut	NOUN	1	lemma	FALSE	51
unnennbares	unnennbar	ADJ	1	correct	TRUE	47
einsamer	einsam	ADJ	1	correct	TRUE	90
zärtliche	zärtlich	ADJ	1	correct	TRUE	67
'n	'n	PROPN	2	lemmupos	FALSE	101
die	d	DET	1	correct	TRUE	89
ich's	ich's	PROPN	1	correct	TRUE	22
einsam	einsam	NOUN	1	upos	FALSE	100
entzündeten	entzünden	VERB	1	features	FALSE	77
verzehrt	verzehrt	VERB	1	lemma	FALSE	60
gepackt	packen	VERB	1	correct	TRUE	38
fünfzehnjährige	fünfzehnjährig	PROPN	1	upos	FALSE	50
edelstein	edelstein	NOUN	1	correct	TRUE	77
blitzt	blitzen	VERB	1	correct	TRUE	96
fünfzehnten	fünfzehnt	ADJ	1	lemma	FALSE	62
scherzte	scherzen	VERB	1	correct	TRUE	48
ehrenthal	ehrenthal	PROPN	1	correct	TRUE	60
augn	augn	NOUN	1	lemma	FALSE	37
hirtinnen	hirtinnen	NOUN	1	lemma	FALSE	81
zerschnitten	zerschnitt	VERB	1	features	FALSE	75
staatsanstellung	staatsanstellung	NOUN	1	correct	TRUE	98
schwägerin	schwägerin	NOUN	1	correct	TRUE	78
hals	hals	PROPN	1	correct	TRUE	82
verjährten	verjährt	VERB	1	upos	FALSE	71
unbestimmten	unbestimmt	ADJ	1	correct	TRUE	83
türvorhang	türvorhang	NOUN	1	correct	TRUE	2
omen	omen	VERB	1	correct	TRUE	47
schläfrig	schläfrig	ADJ	1	correct	TRUE	71
zierlich	zierlich	ADJ	1	upos	FALSE	98
durchzuckte	durchzucken	VERB	1	correct	TRUE	58
sopha	sopha	PROPN	1	upos	FALSE	54
»sind	»sind	NOUN	2	lemmupos	FALSE	101
ehrwürdige	ehrwürdige	NOUN	1	features	FALSE	73
hafer	hafer	NOUN	1	correct	TRUE	88
gesandten	verwandte|gesandter	NOUN	1	lemma	FALSE	38
bezichtigung	bezichtigung	NOUN	1	correct	TRUE	20
»ich	»ich	ADV	2	lemmupos	FALSE	101
krieg	kreigen	PROPN	1	correct	TRUE	16
schluchzend	schluchzend	ADJ	1	correct	TRUE	92
wassereimer	wassereimer	NOUN	1	features	FALSE	53
»psalm	»psalm	PROPN	1	lemma	FALSE	66
eingewickelt	eingewickeln	VERB	1	lemma	FALSE	69
schickedanz	schickedanz	NOUN	1	upos	FALSE	56
weinen	weinen	ADJ	1	upos	FALSE	2
verhüllte	verhüllen	VERB	1	correct	TRUE	34
reckte	recken	VERB	1	correct	TRUE	8
tilly	tilly	PROPN	1	correct	TRUE	54
erzähle	erzählen	NOUN	1	lemmupos	FALSE	55
den	de	PROPN	1	correct	TRUE	10
wälzt	wälzen	VERB	1	correct	TRUE	51
sage	sagen	NOUN	2	upos	FALSE	101
purpurgewand	purpurgewand	NOUN	1	features	FALSE	44
stopfkuchen	stopfkuchen	NOUN	1	correct	TRUE	90
versorgten	versorgen	VERB	1	correct	TRUE	94
ward	ward	PROPN	2	lemmupos	FALSE	101
durchgespielt	durchgespielen	VERB	1	correct	TRUE	73
sage	sagen	NOUN	1	correct	TRUE	92
arnost	arnost	PROPN	1	correct	TRUE	6
durchwachte	durchwachen	VERB	1	correct	TRUE	93
lys	lys	NOUN	1	features	FALSE	45
buttervogel	buttervogel	NOUN	1	features	FALSE	60
stillen	still	ADJ	1	features	FALSE	57
wohlergehen	wohlergehen	NOUN	1	correct	TRUE	72
obenauf	obenauf	ADV	1	correct	TRUE	12
unzertrennlich	unzertrennlich	ADJ	1	correct	TRUE	21
groß	grießen	VERB	1	lemmupos	FALSE	71
schröpfungen	schröpfung	NOUN	1	features	FALSE	74
meta	meta	PROPN	1	correct	TRUE	50
demonstrativ	demonstrativ	ADJ	1	correct	TRUE	83
hineinzugeraten	hineinzugerat	NOUN	1	lemmupos	FALSE	49
andachten	andacht	NOUN	1	features	FALSE	62
lenore	lenore	PROPN	1	correct	TRUE	3
sehenswürdigkeiten	sehenswürdigkeit	NOUN	1	correct	TRUE	69
schein	schein	NOUN	1	correct	TRUE	74
oschaugn	oschaugn	PROPN	1	lemmupos	FALSE	59
dunkle	dunkle	NOUN	1	features	FALSE	100
sonnige	sonnig	ADJ	1	correct	TRUE	38
munde	munde	NOUN	1	lemma	FALSE	93
neulich	neulich	ADJ	1	lemmupos	FALSE	53
hold	hold	NOUN	1	correct	TRUE	36
fliegender	fliegend	ADJ	1	correct	TRUE	14
farben	farbe	VERB	1	upos	FALSE	62
wiederholte	wiederholen	VERB	1	correct	TRUE	19
sitzende	sitzend	ADJ	1	correct	TRUE	95
wiederhaben	wiederhaben	VERB	1	correct	TRUE	68
versteinerte	versteineren	VERB	1	lemma	FALSE	100
deiner	deiner	PROPN	1	upos	FALSE	99
nachher	nachher	ADJ	1	upos	FALSE	100
kinde	wind|kinde	NOUN	1	lemma	FALSE	78
landsfelds	landsfelds	PROPN	1	correct	TRUE	16
eicheltrank	eicheltrank	NOUN	1	features	FALSE	46
altäre	altar	NOUN	1	correct	TRUE	50
bemerkte	bemerkt	ADJ	1	lemmupos	FALSE	71
vereinzelter	vereinzelter	ADJ	1	lemma	FALSE	85
schwelle	schwelle	NOUN	2	correct	TRUE	101
heitere	heiter	ADJ	1	correct	TRUE	45
glücklicherweise	glücklicherweise	ADV	1	correct	TRUE	47
leidet's	leidet's	PROPN	1	lemmupos	FALSE	54
katzenstein	katzenstein	PROPN	1	correct	TRUE	39
schwerem	schwer	ADJ	1	correct	TRUE	25
rauchte	rauchen	VERB	1	correct	TRUE	16
vergossen	vergossen	VERB	1	lemma	FALSE	45
weite	weit	PROPN	1	upos	FALSE	91
sack	sack	NOUN	1	correct	TRUE	51
fesselte	fesseln	VERB	1	correct	TRUE	73
lehrhaft	lehrhafen	ADJ	1	lemma	FALSE	93
schmucksachen	schmucksachen	NOUN	1	features	FALSE	62
erscholl	erscholl	VERB	1	lemma	FALSE	57
färbten	färben	VERB	1	correct	TRUE	86
laß	laß	VERB	1	lemma	FALSE	89
macht	macht	VERB	1	correct	TRUE	92
vaterliebe	vaterlieb	NOUN	1	lemma	FALSE	49
»sieh	»seihen	PROPN	1	lemmupos	FALSE	64
trostlosigkeit	trostlosigkeit	NOUN	1	correct	TRUE	99
dazumal	dazumal	ADV	1	correct	TRUE	30
nu	nu	NOUN	1	correct	TRUE	16
subhastation	subhastation	NOUN	1	correct	TRUE	96
strickzeuges	strickzeug	NOUN	1	features	FALSE	96
hadde	hadde	PROPN	1	upos	FALSE	84
»uns	»uns	PROPN	1	lemmupos	FALSE	51
weggewinkt	weggewinken	VERB	1	correct	TRUE	18
weiser	weiser	ADJ	1	lemma	FALSE	71
geschämt	schämen	VERB	1	correct	TRUE	31
hart	hart	PROPN	1	correct	TRUE	47
»das	»der	PROPN	1	lemmupos	FALSE	91
»das	»das	PRON	1	lemmupos	FALSE	45
»lesen	»lese	PROPN	1	lemmupos	FALSE	65
sprichst	sprichsen	ADV	1	lemmupos	FALSE	61
einlaßgeld	einlaßgeld	NOUN	1	correct	TRUE	59
sonnenblick	sonnenblick	NOUN	1	correct	TRUE	25
unsicherer	unsicher	ADJ	1	correct	TRUE	44
besen	bese	NOUN	1	lemma	FALSE	67
züchtigung	züchtigung	NOUN	1	correct	TRUE	3
danke	danken	VERB	2	correct	TRUE	101
simulierst	simulierst	ADV	1	lemmupos	FALSE	91
novara	novara	PROPN	1	correct	TRUE	46
suchen	suchen	NOUN	1	features	FALSE	56
mädel	mädel	PROPN	1	upos	FALSE	88
rout	rout	NOUN	1	correct	TRUE	44
klirrten	klirren	VERB	1	correct	TRUE	11
abscheulichen	abscheulich	ADJ	1	correct	TRUE	18
hinauszufahren	hinauszufahren	VERB	1	lemma	FALSE	45
dir	dir	PRON	2	correct	TRUE	101
schaumann	schaumann	PROPN	1	correct	TRUE	92
hing	hing	PROPN	1	upos	FALSE	52
war	war	VERB	1	lemma	FALSE	71
geschenkte	geschenkt	VERB	1	correct	TRUE	17
ebenbürtigen	ebenbürtig	ADJ	1	correct	TRUE	28
sturmnacht	sturmnacht	NOUN	1	correct	TRUE	57
verlorene	verlorene	ADJ	1	correct	TRUE	19
funkelt	funkeln	VERB	1	correct	TRUE	54
stillen	still	ADJ	1	correct	TRUE	57
beseligende	beseligend	ADJ	1	features	FALSE	83
scho	scho	PROPN	1	lemma	FALSE	67
gekostet	kosten	VERB	1	correct	TRUE	98
ernster	ernst	PROPN	1	upos	FALSE	62
